Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда|Точность|Широта|Долгота
PS2797|2020-11-13 00:00:00|Костромская область,город Кострома,улица Ленина, дом 101|ПН-ПТ 08:30-18:30, СБ 09:00-15:00, ВС выходной|НЕТ|95.83|57.78342998483379|40.93770997642432
PS2834|2020-11-13 00:00:00|г Санкт-Петербург, Приморский район , поселок Лисий Нос,улица Межевая, дом 1|ПН выходной, ВТ-ПТ 10:00-19:00, СБ 10:00-17:30, ВС выходной|НЕТ|100.0|60.01461998094555|30.00780999195194
PS2835|2020-11-13 00:00:00|г Санкт-Петербург, поселок Александровская, Волхонское шоссе, дом 33|ПН-ВС - выходной|НЕТ|100.0|59.73041998675578|30.34774997753453
PS2836|2020-11-13 00:00:00|г Санкт-Петербург, поселок Репино, Приморское шоссе, дом 443|ПН-ВС - выходной|НЕТ|100.0|60.1644500206059|29.85828002442526
PS2859|2020-11-13 00:00:00|Ульяновская область,город Ульяновск, Ленинский район ,улица Минаева, дом 26/1|ПН-ПТ 09:00-17:30, СБ-ВС выходной|НЕТ|97.5|54.30615998539429|48.38149998727323
PS2876|2020-11-13 00:00:00|Ульяновская область, Сенгилеевский район , село Тушна,улица Школьная, дом 2|ПН-ПТ 09:00-16:57, СБ-ВС выходной|НЕТ|94.19|54.0021600080664|48.72982003201255
PS2937|2020-11-13 00:00:00|Иркутская область,город Иркутск, мкр Юбилейный, дом 47|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.56|52.2222100208617|104.3045900316465
PS2954|2020-11-13 00:00:00|Тверская область,город Андреаполь,улица Половчени, дом 15|ПН-ЧТ 08:45-18:15, ПТ 08:45-14:00, СБ-ВС выходной|НЕТ|95.92|56.64653001196987|32.26552003634418
PS2955|2020-11-13 00:00:00|Тверская область, Бельский район ,город Белый,улица Советская, дом 3|ПН-ПТ 09:30-16:15, СБ-ВС выходной|НЕТ|99.11|55.83882999878321|32.9378899899022
PS2956|2020-11-13 00:00:00|Тверская область, Старицкий район ,город Старица,улица Пионерская, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.18|56.51851999411289|34.93882001141964
PS2958|2020-11-13 00:00:00|Тверская область, Торопецкий район ,город Торопец,улица Некрасова, дом 7|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ|99.17|56.49636467828636|31.64454138662785
PS2961|2020-11-13 00:00:00|Тверская область, Жарковский район , пгт Жарковский,улица Красноармейская, дом 4|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ|100.0|55.84872435911994|32.26261925046162
PS2962|2020-11-13 00:00:00|Иркутская область,город Иркутск, Свердловский район , мкр Приморский, дом 32|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.86|52.23150999389193|104.3085099963045
PS2974|2020-11-13 00:00:00|Иркутская область,город Братск, Правобережный округ, жилрайон Гидростроитель,улица Сосновая, дом 3Б|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.35|56.28482000263631|101.8912100241944
PS2996|2020-11-13 00:00:00|Тюменская область,город Заводоуковск,улица Глазуновская, дом 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.3|56.51275999216026|66.53813003866847
PS3021|2020-11-13 00:00:00|Тверская область, село Лесное,улица Дзержинского, дом 29|ПН-ЧТ 09:00-17:00, ПТ 09:00-16:45, СБ-ВС выходной|НЕТ|96.6|58.28582998751003|35.52940002434394
PS3022|2020-11-13 00:00:00|Тверская область, Сонковский район , пгт Сонково, проспект Ленина, дом 30|ПН-ПТ 08:30-17:15, СБ-ВС выходной|НЕТ|100.0|57.78129000113407|37.16296003068004
PS3044|2020-11-13 00:00:00|Свердловская область,город Волчанск,улица Краснотурьинская, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.55|59.93617999364443|60.0737899728463
PS3045|2020-11-13 00:00:00|Свердловская область,город Карпинск,улица Мира, дом 50|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|59.76676999580431|59.99880999326652
PS3057|2020-11-13 00:00:00|Свердловская область,город Волчанск,улица Кольцевая, дом 25|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|90.38|59.90139910345924|60.0116169863217
PS3058|2020-11-13 00:00:00|Свердловская область,город Карпинск,улица Серова, дом 21|ПН-ПТ 09:00-18:00, СБ 10:00-14:30, ВС выходной|НЕТ|95.83|59.77566000995023|59.99231996945679
PS3070|2020-11-13 00:00:00|Тюменская область, Тюменский район , село Онохино,улица Центральная, дом 31|ПН-ПТ 08:00-16:00, СБ-ВС выходной|НЕТ|99.35|56.92607000327021|65.53829999898483
PS3071|2020-11-13 00:00:00|Тюменская область,город Ялуторовск,улица Свободы, дом 59|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ|95.83|56.65214999422997|66.31536998148792
PS3097|2020-11-13 00:00:00|Республика Калмыкия, Сарпинский район , село Садовое,улица Ленина, дом 68|ПН-ПТ 08:30-17:00, СБ-ВС выходной|НЕТ|99.33|47.78206000932587|44.52043999196982
PS3098|2020-11-13 00:00:00|Республика Калмыкия, Целинный район , село Троицкое,улица С.М.Буденного, дом 1А|ПН-ПТ 08:30-17:00, СБ-ВС выходной|НЕТ|91.97|46.41434999947174|44.25350001279892
PS3141|2020-11-13 00:00:00|Карачаево-Черкесская Респ, Зеленчукский район , станица Зеленчукская,улица Ленина, дом 76Б|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.08|43.8604299928343|41.58369001074865
PS3142|2020-11-13 00:00:00|Республика Калмыкия, Ики-Бурульский район , поселок Ики-Бурул,улица Микрорайон, дом 31|ПН-ПТ 08:45-16:30, СБ-ВС выходной|НЕТ|86.96|45.82440000000003|44.64840000000004
PS3153|2020-11-13 00:00:00|Карачаево-Черкесская Респ, Зеленчукский район , станица Кардоникская,улица Красная, дом 49|ПН 08:15-17:00, ВТ выходной, СР 08:15-17:00, ЧТ выходной, ПТ 08:15-17:00, СБ-ВС выходной|НЕТ|99.08|43.8623499934852|41.71421996397629
PS3169|2020-11-13 00:00:00|обл. Тюменская,город Тюмень, улица Ватутина,дом , 55/3|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|88.68|57.18724998048845|65.58806997984092
PS3171|2020-11-13 00:00:00|Тюменская область, Тюменский район , поселок Московский,улица Бурлаки, дом 2|ПН выходной, ВТ-ПТ 09:00-17:45, СБ 09:30-13:15, ВС выходной|НЕТ|100.0|57.1134300143986|65.42485999196063
PS3209|2020-11-13 00:00:00|Ставропольский край, Шпаковский район , село Дубовка,улица Шоссейная, дом 3|ПН 08:00-17:15, ВТ-ЧТ выходной, ПТ 08:00-17:15, СБ-ВС выходной|НЕТ|92.9|44.96628000166561|41.93567998797431
PS826|2020-11-13 00:00:00|Волгоградская область,город Камышин,улица Пролетарская, дом 107|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.36|50.07522001400366|45.39830998768952
PS3152|2020-11-14 00:00:00|Карачаево-Черкесская Респ,город Карачаевск,улица Ленина, дом 50|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.3|43.76832000155389|41.90351996659464
PS3188|2020-11-14 00:00:00|Приморский край,город Владивосток, Первореченский район , Океанский проспект , дом 110А|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|НЕТ|99.32|43.13299001340428|131.9068799782111
PS3092|2020-11-15 00:00:00|Республика Ингушетия,город Магас, проспект И.Зязикова, дом 56 корпус б|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|90.62|43.16103737687242|44.80325054406627
PS3094|2020-11-15 00:00:00|Республика Ингушетия,город Сунжа,улица Осканова, дом 34|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|94.64|43.3149465156182|45.05037669708027
PS1083|2020-11-16 00:00:00|г Москва, Бирюлево Западное район ,улица Медынская, дом 5А корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|НЕТ|88.34|55.59011001400188|37.64686004149115
PS2281|2020-11-16 00:00:00|Свердловская область,город Нижний Тагил,улица Попова, дом 14|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.08|57.94283002053518|60.00261001289013
PS2293|2020-11-16 00:00:00|Свердловская область,город Нижняя Салда,улица Ломоносова, дом 42|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.36|58.0739799831407|60.69216001811071
PS231|2020-11-16 00:00:00|Кировская область,город Киров,улица Хлыновская, дом 20|ПН-ПТ 09:00-18:30, СБ-ВС выходной|НЕТ|95.65|58.58085001287091|49.68273002173879
PS2475|2020-11-16 00:00:00|Ленинградская область, Всеволожский район ,город Мурино, проспект Авиаторов Балтики, дом 7|ПН-ВС 06:00-23:59|НЕТ|99.34|60.05236000290716|30.43860997559437
PS2765|2020-11-16 00:00:00|Республика Коми,город Ухта, проспект Ленина, дом 33|ПН-ПТ 09:00-18:30, СБ 10:00-15:00, ВС выходной|НЕТ|95.24|63.56544000728309|53.66952996406218
PS3009|2020-11-16 00:00:00|Свердловская область,город Тавда,улица 9 Января, дом 25|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ|95.65|58.04983000180209|65.25183001777708
PS3016|2020-11-16 00:00:00|Тверская область, пгт Сандово,улица Советская, дом 22|ПН-ПТ 08:45-17:30, СБ-ВС выходной|НЕТ|97.27|58.46398000533878|36.41860998068873
PS3046|2020-11-16 00:00:00|Свердловская область,город Краснотурьинск,улица Ленина, дом 15|ПН-ПТ 09:30-18:30, СБ-ВС выходной|НЕТ|96.3|59.76424000214982|60.18755000093373
PS3048|2020-11-16 00:00:00|Свердловская область,город Североуральск,улица Мира, дом 3|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|НЕТ|96.0|60.15357001691757|59.95009001342117
PS3050|2020-11-16 00:00:00|Свердловская область,город Североуральск,улица Буденного, дом 35|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.43|60.15884001281057|59.97015997766059
PS3089|2020-11-16 00:00:00|Республика Бурятия, Кабанский район , село Кабанск,улица Октябрьская, дом 11|ПН-ВС 06:00-23:00|НЕТ|99.37|52.05343998132901|106.6531899974929
PS3099|2020-11-16 00:00:00|Республика Чеченская, район Ачхой-Мартановский, , с Ачхой-Мартан,улица Х.Нурадилова, 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|98.57|43.19917000047823|45.30104001299526
